chapter,question_number,Question,Answer,question_length,answer_length
33,33.8,"A prototype of a part is to be fabricated using stereolithography. The part is shaped like a right triangle whose base = 36 mm, height = 48 mm, and thickness = 25 mm. In application, the part will stand on its base, which is 36 mm by 25 mm. In the stereolithography process, the layer thickness = 0.20 mm. The diameter of the laser beam (spot size�) = 0.15 mm, and the beam is moved across the surface of the photopolymer at a velocity of 400 mm/s. Compute the minimum possible time required to build the part, if 8 sec are lost each layer to lower the height of the platform that holds the part. Neglect the time for postcuring.","Solution: The part should be oriented on its side in the stereolithography process; thus, layer area Ai is the same for all layers. Ai = 0.5(36 x 48) = 864 mm2 Time to complete one layer Ti same for all layers. Ti = (864 mm2)/(0.15 mm)(400 mm/s)+ 8 s = 14.4 + 8 = 22.4 s Number of layers nl = (25 mm)/(0.20 mm/layer) = 125 layers Tc = 125(22.4) = 2800 s = 46.67 min = 0.7778 hr",636,377
34,34.3,"The processable area on a 156-mm-diameter wafer is a 150-mm-diameter circle. How many square IC chips can be processed within this area, if each chip is 7.5 mm on a side? Assume the cut lines (streets) between chips are of negligible width.",Solution: nc = 0.34(150/7.5)^2.25 = 0.34(20)^2.25 = 287.6. Estimate nc = 287 chips.,246,81
34,34.5,"A 6.0-in wafer has a processable area with a 5.85-in diameter. How many square IC chips can be fabricated within this area, if each chip is 0.50 in on a side? Assume the cut lines (streets) between chips are of negligible width.",Solution: nc = 0.34(5.85/0.5)^2.25 = 0.34(11.7)^2.25 = 86.1. Use nc = 86 chips.,234,77
34,34.6,"A 12.0-in wafer has a processable area with a 11.75-in diameter. How many square IC chips can be fabricated within this area, if each chip is 0.50 in on a side? Assume the cut lines (streets) between chips are of negligible width. What is the percent increase in (a) processable area on the wafer?","Solution: (a) Processable area A =pi D2/4 For the 4-in wafer with a processable area = 5.85 in, A =pi (5.85)^2/4 = 26.88 in2 For the 12-in wafer with a processable area = 11.75 in, A =pi (11.75)^2/4 = 108.43 in2 Increase in processable area = (108.43  -  26.88)/26.88 = 3.03 = 303% increase ",260,679
34,34.7,"A 250 mm diameter silicon wafer has a processable area that is circular with a diameter = 225 mm. The IC chips that will be fabricated on the wafer surface are square with 20 mm on a side. However, the processable area on each chip is only 18 mm by 18 mm. The density of circuits within each chip's processable area is 465 circuits per mm2. (a) How many IC chips can be placed onto the wafer? ",Solution: (a) nc = 0.34(Dw/Lc)^2.25 = 0.34(225/20)^2.25 = 0.34(11.25)2.25 = 78.8 round to 78 ,524,285
34,34.8,"A 12-inch diameter silicon wafer has a processable area that is circular with a diameter = 11.4 in. The IC chips that will be fabricated on the wafer surface are square with 0.75 in on a side, including an allowance for subsequent chip separation. However, the processable area on each chip is only 0.60 in by 0.60 in. The density of circuits within each chip's processable area is 100,000 circuits per square inch. (a) How many IC chips can be placed onto the wafer? ",Solution: (a) nc = 0.34(Dw/Lc)^2.25 = 0.34(11.4/0.75)^2.25 = 0.34(15.2)^2.25 = 155.1 round to 155,599,728
34,34.9,"A silicon boule has been processed through grinding to provide a cylinder whose diameter = 285 mm and whose length = 900 mm. Next, it will be sliced into wafers 0.7 mm thick using a cut-off saw with a kerf = 0.5 mm. The wafers thus produced will be used to fabricate as many IC chips as possible for the personal computer market. Each IC has a market value to the company of $98. Each chip is square with 15 mm on a side. The processable area of each wafer is defined by a diameter = 270 mm. Estimate the value of all of the IC chips that could be produced, assuming an overall yield of 80% good product.","Solution: First determine the number of wafers that can be obtained from the cylinder. Each wafer takes 0.7 + 0.5 mm = 1.2 mm of the cylinder's length. Thus, the number of wafers is given by: nw = 900/1.2 = 750 wafers Next determine the number of chips per wafer: nc = 0.34(270/15)^2.25 = 0.34(18)^2.25 = 227 IC chips. The total number of chips on 750 wafers, accounting for the yield of 80% is given by the following: Total number of chips = 750(227)(0.80) = 136,200 good chips. At $98/chip, the total value = 136,200($98) = $13,347,600.",610,536
34,34.1,"The surface of a silicon wafer is thermally oxidized, resulting in a SiO2 film that is 100 nm thick. If the starting thickness of the wafer was exactly 0.400 mm, what is the final wafer thickness after thermal oxidation?",Solution: A 100 nm film requires a layer of silicon = 0.44d Final thickness tf = 0.400 -0.44(100 x 10^-6) + 100 x 10^-6 = 0.400 + 0.56(.0001) = 0.400056 mm,226,153
34,34.11,"It is desired to etch out a region of a silicon dioxide film on the surface of a silicon wafer. The SiO2 film is 100 nm thick. The width of the etched-out area is specified to be 650 nm. (a) If the degree of anisotropy for the etchant in the process is known to be 1.25, what should be the size of the opening in the mask through which the etchant will operate? (b) If plasma etching is used instead of wet etching, and the degree of anisotropy for plasma etching is infinity, what should be the size of the mask opening?","Solution: (a) Anisotropy degree A = d/u = 1.25, u = d/1.25 = 100/1.25 = 80 nm Mask opening size = 650.0 -2(80) = 490 nm (b) A = d/u = . u = d/f = 0 m. Mask opening size = 650.0 -2(0) = 650.0 m ",527,205
34,34.12,An integrated circuit used in a microprocessor will contain 1000 logic gates. Use Rent's rule with C = 3.8 and m = 0.6 to determine the approximate number of input/output pins required in the package. ,Solution: Rents rule: nio = Cnc^m = 3.8(1000)^0.6 = 63.1 -> 63 input/output pins,208,76
34,34.13,A dual-in-line package has a total of 48 leads. Use Rent's rule with C = 4.5 and m = 0.5 to determine the approximate number of logic gates that could be fabricated in the IC chip for this package.,Solution: 48 = 4.5(nc)^0.5 nc^0.5 = 48/4.5 = 10.667 nc = (10.667)^2 = 113.8-> 113 logic gates,203,91
34,34.15,"An integrated circuit used in a memory module contains 2^24 memory circuits. Sixteen of these integrated circuits are packaged onto a board to provide a 256 Mbyte memory module. Use Rent's rule, Eq. (34.11), with C = 6.0 and m = 0.12 to determine the approximate number of input/output pins required in each of the integrated circuits.","Solution: Rent��s rule: nio = Cncm = 6.0(2^24)0.12 = nio = 6.0(16,777,216)^0.12 = 44.2 -> 44 input/output pins",340,106
34,34.16,"In the equation for Rent's rule with C = 4.5 and m = 0.5, determine the value of nio and nc at which the number of logic gates equals the number of I/O terminals in the package.","Solution: We have two equations and two unknowns: (1) nio = 4.5nc^0.5 and (2) nio = nc. Using nio in place of nc in Eq. (1), nio = 4.5nio^ 0.5 ln nio = ln 4.5 + 0.5 ln nio ln nio -0.5 ln nio = 0.5 ln nio = ln 4.5 = 1.50408 ln nio = 3.00816 nio = nc = 20.25. The closest possible values are nio = nc = 20 or 21.",183,309
34,34.17,A static memory device will have a two-dimensional array with 64 by 64 cells. Determine the number of input/output pins required using Rent's rule with C = 6.0 and m = 0.12.,Solution: (a) Rent's rule: nio = 6.0 nc^0.12 = 6.0(64 x 64)^0.12 = 6.0(4096)^0.12 = 16.3 -> 17 pins,179,96
34,34.18,"To produce a 10 megabit memory chip, how many I/O pins are predicted by Rent's rule (C = 6.0 and m = 0.12)?","Solution: Rent's rule: nio = 6.0 nc^0.12 = 6.0 (10,000,000)^0.12 = 41.5-> 41 pins",113,80
34,34.19,"The first IBM personal computer was based on the Intel 8088 CPU, which was released in 1979. The 8088 had 29,000 transistors and 40 I/O pins. The final version of the Pentium III (1 GHz) was released in 2000. It contained 28,000,000 transistors and had 370 I/O pins. (a) Determine the Rent's rule coefficient values m and C assuming that a transistor can be considered a circuit. ","Solution: (a) nio = Cnc^m; 40/29,000m = C and 370/28,000,000^m = C    40/29,000^m = 370/28,000,000^m      40/370 = (29x10^3)m/(28x10^6)^m 0.108108 = (29x10^3/28x10^6)m ln (0.108108) = m ln (0.001036) m = -2.2246/(-6.8727) = 0.3237 C = 40/29,000^0.3237 = 40/27.8277 = 1.437 ",649,275
34,34.2,"Suppose it is desired to produce a memory device that will be contained in a dual-in-line package with 32 I/O leads. How many memory cells can be contained in the device, as estimated by (a) Rent's rule with C = 6.0 and m = 0.12?","Solution: Rent's rule: nio = 6.0 nc ^0.12 nc ^0.12 = nio/6.0 = 32/6 = 5.333 nc = (5.333)1/.12 = (5.333)^8.333 = 1,143,728 memory cells",235,131
34,34.21,"A 12-inch diameter silicon wafer has a processable area that is circular with a diameter = 11.4 in. The IC chips that will be fabricated on the wafer surface are square with 0.75 in on a side, including an allowance for subsequent chip separation. However, the processable area on each chip is only 0.60 in by 0.60 in. The density of circuits within each chip's processable area is 100,000 circuits per square inch. (a) How many IC chips can be placed onto the wafer? ",Solution: (a) nc = 0.34(Dw/Lc)^2.25 = 0.34(11.4/0.75)^2.25 = 0.34(15.2)^2.25 = 155.1 round to 155 chips,599,302
34,34.22,"A 250 mm diameter silicon wafer has a processable area that is circular with a diameter = 225 mm. The IC chips that will be fabricated on the wafer surface are square with 20 mm on a side. However, the processable area on each chip is only 18 mm by 18 mm. The density of circuits within each chip's processable area is 465 circuits per mm2. (a) How many IC chips can be placed onto the wafer? ",Solution: (a) nc = 0.34(Dw/Lc)^2.25 = 0.34(225/20)^2.25 = 0.34(11.25)2.25 = 78.8 round to 78 ,524,307
34,34.23,"Given that crystal yield = 55%, crystal-to-slice yield = 60%, wafer yield = 75%, multiprobe yield = 65%, and final test yield = 95%, if a starting boule weighs 125 kg, what is the final weight of silicon that is represented by the non-defective chips after final test?",Solution: Overall yield Y = YcYsYw YmYt = (0.55)(0.60)(0.75)(0.65)(0.95) = 0.1528 Wf = YWi = 0.1528(125) = 19.1 kg,274,114
34,34.24,"On a particular production line in a wafer fabrication facility, the crystal yield is 60%, the crystal-toslice yield is 60%, wafer yield is 90%, multiprobe is 70%, and final test yield is 80%. (a) What is the overall yield for the production line? (b) If wafer yield and multiprobe yield are combined into the same reporting category, what overall yield for the two operations would be expected?",Solution: (a) Overall Y = Yc Ys Yw Ym Yt = (0.60)(0.60)(0.90)(0.70)(0.80) = 0.1814 = 18.14% (b) Yw Ym = (0.90)(0.70) = 0.63 = 63%,422,129
34,34.25,A silicon wafer with a diameter of 200 mm is processed over a circular area whose diameter = 190 mm. The chips to be fabricated are square with 10 mm on a side. The density of point defects in the surface area is 0.0047 defects/cm2. Determine an estimate of the number of good chips using the Bose-Einstein yield computation.,"Solution: nc = 0.34(190/10)^2.25 = 0.34(19)^2.25 = 256 chips Processable wafer area A = (190)^2/4 = 28,353 mm2 = 283.53 cm2 Ym = 1/(1 + AD) = 1/(1 + 283.53 x 0.0047) = 1/2.333 = 0.4287 Number of good chips = 0.4287(256) = 109.7 -> 110 good chips",331,241
34,34.26,A 12-in wafer is processed over a circular area of diameter = 11.75 in. The density of point defects in the surface area is 0.018 defects/in2. The chips to be fabricated are square with an area of 0.16 in2 each. Determine an estimate of the number of good chips using the Bose-Einstein yield computation.,Solution: Square chips with an area = 0.16 in2 must have each side Lc = (0.16)^0.5 = 0.40 in. nc = 0.34(11.75/0.4)^2.25 = 0.34(29.375)^2.25 = 683 chips Processable wafer area A =pi ((11.75)^2)/4 = 108.43 in2 Ym = 1/(1 + AD) = 1/(1 + 108.43 x 0.018) = 1/2.952 = 0.3388 Number of good chips = 0.3388(683) = 231.4 o 231 good chips,310,319
34,34.27,"The yield of good chips in multiprobe for a certain batch of wafers is 83%. The wafers have a diameter of 150 mm with a processable area that is 140 mm in diameter. If the defects are all assumed to be point defects, determine the density of point defects using the Bose-Einstein method of estimating yield.","Solution: Ym = 1/(1 + AD) Processable area A = pi((140)^2)/4 = 15,394 mm2 = 153.94 cm2                                                0.83 = 1/(1 + 153.94D)         0.83(1 + 153.94D) = 0.83 + 127.77 D = 1      127.77 D = 1 -0.83 = 0.17 D = 0.17/127.77 = 0.00133 defects/cm2",313,208
34,34.28,"A silicon wafer has a processable area of 35.0 in2. The yield of good chips on this wafer is Ym = 75%. If the defects are all assumed to be point defects, determine the density of point defects using the Bose-Einstein method of estimating yield.","Solution: Ym = 1/(1 + AD)
Processable area A = 35 in2
0.75 = 1/(1 + 35 D)
0.75(1 + 35 D) = 0.75 + 26.25 D = 1
26.25 D = 1 - 0.75 = 0.25
D = 0.25/26.25 = 0.0095 defects/in2",251,53
38,38.1,A leadscrew with a 7.5 mm pitch drives a worktable in an NC positioning system. The leadscrew is powered by a stepping motor which has 200 step angles. The worktable is programmed to move a distance of 120 mm from its present position at a travel speed of 300 mm/min. Determine (a) the number of pulses required to move the table the specified distance and (b) the required motor speed and pulse rate to achieve the desired table speed.,Solution: (a) D = 360/ns = 360/200 = 1.8degree np = 360x/pD = 360(120)/(7.5 x 1.8) = 3200 pulses (b) Nm = vt/p = (300 mm/min)/(7.5 mm/rev) = 40 rev/min fp = vtns/60p = 300(200)/(60 x 7.5) = 133.33 Hz,442,194
38,38.4,"A stepping motor with 100 step angles is coupled to a leadscrew through a gear reduction of 9:1 (9 rotations of the motor for each rotation of the leadscrew). The leadscrew has 5 threads/in. The worktable driven by the leadscrew must move a distance = 10.00 in at a feed rate of 30.0 in/min.  Determine (a) number of pulses required to move the table, and (b) the required motor speed and pulse rate to achieve the desired table speed.","Solution: (a) D = 360/ns = 360/100 = 3.6degree np = 360 rg x/pD = 360(9)(10)/(0.2 x 3.6) = 45,000 pulses (b) Nm = rg fr/p = 9(30 in/min)/(0.2 in/rev) = 1350 rev/min fp = rgfrns/60p = 9(30)(100)/(60 x 0.2) = 2250 Hz",441,209
38,38.5,"The drive unit for a positioning table is driven by a leadscrew directly coupled to the output shaft of a stepping motor. The pitch of the leadscrew = 0.18 in. The table must have a linear speed = 35 in/min, and a positioning accuracy = 0.001 in. Mechanical errors in the motor, leadscrew, and table connection are characterized by a normal distribution with standard deviation = 0.0002 in. Determine (a) the minimum number of step angles in the stepping motor to achieve the accuracy.","Solution: (a) Accuracy = 0.5 CR + 3 V
0.001 = 0.5 CR + 3(0.0002) = 0.5 CR + 0.0006
0.001 - 0.0006 = 0.0004 = 0.5 CR
CR = 0.0008 in
Assume CR = CR1
CR1 = 0.0008 = p/ns = 0.18/ns",613,115
38,38.6,"The positioning table for a component insertion machine uses a stepping motor and leadscrew mechanism. The design specifications require a table speed of 40 in/min and an accuracy = 0.0008 in. The pitch of the leadscrew = 0.2 in, and the gear ratio = 2:1 (2 turns of the motor for each turn of the leadscrew). The mechanical errors in the motor, gear box, leadscrew, and table connection are characterized by a normal distribution with standard deviation = 0.0001 in. Determine (a) the minimum number of step angles in the stepping motor",Solution: (a) Accuracy = 0.5 CR + 3V 0.0008 = 0.5 CR + 3(0.0001) = 0.5 CR + 0.0003 0.0008 -0.0003 = 0.0005 = 0.5 CR CR = 0.001 in Assume CR = CR1 CR1 = 0.001 = p/(rgns) = 0.2/2ns Minimum ns = 0.2/(2 x 0.001) = 100 step angles,643,281
38,38.8,The two axes of an x-y positioning table are each driven by a stepping motor connected to a leadscrew with a 10:1 gear reduction. The step angle on each stepping motor is 7.5 degree. Each leadscrew has a pitch = 5.0 mm and provides an axis range = 300.0 mm. There are 16 bits in each binary register used by the controller to store position data for the two axes. (a) What is the control resolution of each axis? ,"Solution: (a) ns = 360/7.5 = 48 step angles CR1= p/rgns = 5.0/(10 x 48) = 0.0104 mm CR2= L/(2^B  -  1)= 300/(2^16  -  1) = 300/65,535 = 0.00458 mm CR = Max{0.0104, 0.00458} = 0.0104 mm ",643,535
38,38.11,"An NC machine tool table is powered by a servomotor, leadscrew, and optical encoder. The leadscrew has a pitch = 5.0 mm and is connected to the motor shaft with a gear ratio of 16:1 (16 turns of the motor for each turn of the leadscrew). The optical encoder is connected directly to the leadscrew and generates 200 pulses/rev of the leadscrew. The table must move a distance = 100 mm at a feed rate = 500 mm/min. Determine (a) the pulse count received by the control system to verify that the table has moved exactly 100 mm; and (b) the pulse rate and (c) motor speed that correspond to the feed rate of 500 mm/min.","Solution: (a) x = pnp/ns ; rearranging, np = xns/p = 100(200)/5 = 4000 pulses (b) fp = frns/60p = 500(200)/60(5) = 333.3 Hz  (c) Nm = rgfr/p = 16 x 500/5 = 1600 rev/min",621,168
38,38.13,"A leadscrew coupled directly to a dc servomotor is used to drive one of the table axes of an NC milling machine. The leadscrew has 5 threads/in. The optical encoder attached to the leadscrew emits 100 pulses/rev of the leadscrew. The motor rotates at a maximum speed of 800 rev/min. Determine (a) the control resolution of the system, expressed in linear travel distance of the table axis; (b) the frequency of the pulse train emitted by the optical encoder when the servomotor operates at maximum speed; and (c) the travel speed of the table at the maximum rpm of the motor.",Solution: (a) CR = p/ns = 0.2/100 = 0.002 in (b) Nm = Nls = 800 rev/min because the motor is connected directly to the leadscrew. fp = Nls*ns/60 = 800(100)/60 = 1333.3 Hz (c) vt = Nls* p = 800(0.2) = 160 in/min,581,208
38,38.14,Solve the previous problem only the servomotor is connected to the leadscrew through a gear box whose reduction ratio = 12:1 (12 revolutions of the motor for each revolution of the leadscrew).,Solution: (a) CR = p/ns = 0.2/100 = 0.002 in (b) fp = Nm ns/60rg = 800(100)/60(12) = 111.1 Hz  (c) vt = Nm p/rg = 800(0.2)/12 = 13.33 in/min,198,140
38,38.15,"A leadscrew connected directly to a DC servomotor is the drive system for a positioning table. The leadscrew pitch = 4 mm. The optical encoder attached to the leadscrew emits 250 pulses/rev of the leadscrew. Determine (a) the control resolution of the system, expressed in linear travel distance of the table axis, (b) the frequency of the pulse train emitted by the optical encoder when the servomotor operates at 14 rev/s, and (c) the travel speed of the table at the operating speed of the motor.",Solution: (a) CR1= p/ns = 4/250 = 0.016 mm. (b) Nm = Nls = 14 rev/sec because the motor is connected directly to the leadscrew. fp = Nm ns = 14(250) = 3500 Hz  (c) vt = Nm p = 14(4) = 56 mm/s,505,191
38,38.16,"A milling operation is performed on an NC machining center. Total travel distance = 300 mm in a direction parallel to one of the axes of the worktable. Cutting speed = 1.25 m/s and chip load = 0.05 mm. The end milling cutter has four teeth and its diameter = 20.0 mm. The axis uses a DC servomotor whose output shaft is coupled to a leadscrew with pitch = 6.0 mm. The feedback sensing device connected to the leadscrew is an optical encoder that emits 250 pulses per revolution. Determine (a) feed rate and time to complete the cut, and (b) rotational speed of the motor and the pulse rate of the encoder at the feed rate indicated.",Solution: (a) Spindle speed N = (1.25 x 10^3 mm/s)/(20S mm/rev) = 19.89 rev/s fr = N f nt = 19.89(0.05)(4) = 3.978 mm/s. Tm = 300/3.978 = 75.4 s = 1.26 min (b) Nm = fr/p = (3.978 mm/s)/(6 mm/rev) = 0.663 rev/s fp = ns Nm = 250(0.663) = 165.75 Hz,638,244
38,38.17,"An end milling operation is carried out along a straight line path that is 325 mm long. The cut is in a direction parallel to the x-axis on an NC machining center. Cutting speed = 30 m/min and chip load = 0.06 mm. The end milling cutter has two teeth and its diameter = 16.0 mm. The x-axis uses a DC servomotor connected directly to a leadscrew whose pitch = 6.0 mm. The feedback sensing device is an optical encoder that emits 400 pulses per revolution. Determine (a) feed rate and time to complete the cut, and (b) rotational speed of the motor and the pulse rate of the encoder at the feed rate indicated.",Solution: (a) Spindle speed N = (30 x 10^3 mm/min)/(16S mm/rev) = 596.8 rev/min fr = N f nt = 596.8(0.06)(2) = 71.62 mm/min Tm = 325/71.62 = 4.54 min (b) Nm = fr/p = (71.62 mm/min)/(6.0 mm/rev) = 11.94 rev/min fp = Nm ns/60 = 400(11.94)/60 = 79.58 Hz,614,249
38,38.18,The largest axis of a Cartesian coordinate robot has a total range of 750 mm. It is driven by pulley system capable of a mechanical accuracy = 0.25 mm and repeatability = 0.15 mm. Determine the minimum number of bits required in the binary register for the axis in the robot's control memory.,Solution: Repeatability = r 3V = 0.15 mm V = 0.15/3 = 0.05 mm Accuracy = 0.25 mm = 0.5 CR + 3V = 0.5 CR + 0.15 0.5 CR = 0.25 -0.15 = 0.10 CR = 0.20 CR = CR2= L/(2^B  -  1)= 750/(2^B  -  1) 750/(2^B  -  1)= 0.20                                             2^B  -  1 = 750/0.20 = 3750  2^B = 3751 B ln 2 = ln 3751 0.69315 B = 8.22978 B = 11.87 -> 12 bits,298,254
38,38.3," A stepping motor has 200 step angles. Its output shaft is directly coupled to leadscrew with pitch = 
0.250 in. A worktable is driven by the leadscrew. The table must move a distance of 5.00 in from its present position at a travel speed of 20.0 in/min. Determine (a) the number of pulses required to move the table the specified distance and (b) the required motor speed and pulse rate to achieve the specified table speed.",Solution: (a) D = 360/ns = 360/200 = 1.8degree np = 360x/pD = 360(5.0)/(0.25 x 1.8) = 4000 pulses (b) Nm = vt/p = (20 in/min)/(0.25 in/rev) = 80 rev/min fp = vtns/60p = 20(200)/(60 x 0.25) = 266.67 Hz,324,195
39,39.1,"A manual assembly line is being designed for a product with annual demand = 100,000 units. The line will operate 50 wks/year, 5 shifts/wk, and 7.5 hr/shift. Work units will be attached to a continuously moving conveyor. Work content time = 42.0 min. Assume line efficiency = 0.97, balancing efficiency = 0.92, and repositioning time = 6 sec. Determine (a) hourly production rate to meet demand, (b) number of workers required, and (c) the number of workstations required if the estimated manning level is 1.4.","Solution: (a) Rp = 100,000/(50 x 5 x 7.5) = 53.33 units/hr (b) Tc = E/Rp = 60(.97)/53.33 = 1.09125 min Ts = Tc -Tr = 1.09125 -0.1 = 0.99125 min w = Min Int t 42.0/(.92 x 0.99125) = 46.06 o 47 workers  (c) n = w/M = 47/1.4 = 33.6 o 34 stations",515,242
39,39.2,"A manual assembly line produces a small appliance whose work content time = 25.9 min. Desired production rate = 50 units/hr. Repositioning time = 6 sec, line efficiency = 95%, and balancing efficiency is 93%. How many workers are on the line?",Solution: Tc = E/Rp = 60(0.95)/50 = 1.14 min Ts = Tc -Tr = 1.14 -0.1 = 1.04 min w = Min Int t 25.9/(0.93 x 1.04) = 26.78 -> 27 workers,248,133
39,39.3,"A single model manual assembly line produces a product whose work content time = 47.8 min. The line has 24 workstations with a manning level = 1.25. Available shift time per day = 8 hr, but downtime during the shift reduces actual production time to 7.6 hr on average. This results in an average daily production of 256 units/day. Repositioning time per worker is 8% of cycle time. Determine (a) line efficiency, (b) balancing efficiency, and (c) repositioning time.","Solution: (a) E = 7.6/8.0 = 0.95 (b) Rp = 256/8 = 32 units/hr on average which includes line stops Rc = 256/7.6 = 33.684 units/hr when line is running; thus, E = 32/33.68 = 0.95 Tc = 60(0.95)/33.684 = 1.6922 min Ts = Tc -Tr = Tc -0.08Tc = 0.92 Tc = 0.92(1.6922) = 1.5568 min w = 24(1.25) = 32 workers Eb = Twc/wTs = 47.8/(32 x 1.5568) = 0.9595  (c) Tr = 0.08(1.6922) = 0.1354 min = 8.12 sec",472,390
39,39.5,"A product whose total work content time = 50 minutes is to be assembled on a manual production line. The required production rate is 30 units per hour. From previous experience with similar products, it is estimated that the manning level will be close to 1.5. Assume that the uptime proportion and line balancing efficiency are both = 1.0. If 9 seconds will be lost from the cycle time for repositioning, determine (a) the cycle time and (b) the numbers of workers and stations that will be needed on the line.",Solution: (a) Tc = E/Rp = 1.0(60)/30 = 2.0 min/unit (b) Ts = Tc -Tr = 2.0 -0.15 = 1.85 min w = Min Int >= Twc/EbTs = 50/(1.0 x 1.85) = 27.03 -> 28 workers n = 28/1.5 = 18.67 -> 19 stations,517,185
39,39.6,"A manual assembly line has 17 workstations with one operator per station. Total work content time to assemble the product = 22.2 minutes. The production rate of the line = 36 units per hour. A synchronous transfer system is used to advance the products from one station to the next, and the transfer time = 6 seconds. The workers remain seated along the line. Proportion uptime = 0.90. Determine the balance efficiency.",Solution: Tc = E/Rp = 60(0.90)/36 = 1.50 min Ts = Tc -Tr = 1.50 -0.1 = 1.40 min Eb = Twc/wTs = 22.2/(17 x 1.40) = 0.933 = 93.3%,425,127
39,39.7,"A production line with four automatic workstations (the other stations are manual) produces a certain product whose total assembly work content time = 55.0 min of direct manual labor. The production rate on the line is 45 units/hr. Because of the automated stations, uptime efficiency = 89%. The manual stations each have one worker. It is known that 10% of the cycle time is lost due to repositioning. If the balancing efficiency = 0.92 on the manual stations, find (a) cycle time, (b) number of workers.",Solution: (a) Tc = E/Rp = 60(0.89)/45 = 1.1867 min (b) Ts = Tc -Tr = 0.9Tc = 0.9(1.1867) = 1.068 min w = Twc/EbTs = 55.0/(0.92 x 1.068) = 55.97-> 56 workers  ,646,207
39,39.8,"Production rate for a certain assembled product is 47.5 units per hour. The total assembly work content time = 32 minutes of direct manual labor. The line operates at 95% uptime. Ten workstations have two workers on opposite sides of the line so that both sides of the product can be worked on simultaneously. The remaining stations have one worker. Repositioning time lost by each worker is 0.2 min/cycle. It is known that the number of workers on the line is two more than the number required for perfect balance. Determine (a) number of workers, (b) number of workstations","Solution: (a) Tc = E/Rp = 0.95(60)/47.5 = 1.2 min Ts = Tc -Tr = 1.2 -0.2 = 1.0 min If perfect balance, then Eb = 1.0 and w = Min Int t Twc/EbTs = 32/(1.0 x 1.0) = 32 workers But with 2 additional workers, w = 32 +2 = 34 workers  (b) n =10 +(34 -2 x10) =10+14 = 24 stations ",643,343
39,39.9,"The total work content for a product assembled on a manual production line is 48 min. The work is transported using a continuous overhead conveyor that operates at a speed of 3 ft/min. There are 24 workstations on the line, one-third of which have two workers; the remaining stations each have one worker. Repositioning time per worker is 9 sec, and uptime efficiency of the line is 95%. (a) What is the maximum possible hourly production rate if line is assumed to be perfectly balanced? (b) If the actual production rate is only 92% of the maximum possible rate determined in part (a), what is the balance efficiency on the line?","Solution: (a) Eb = 1.0, w = 0.333(24) x 2 + 0.667(24) x 1 = 32 workers w = Twc/EbTs, Ts = Twc/wEb = 48/32 = 1.5 min Tc = Ts + Tr = 1.5 + .15 = 1.65 min Tp = Tc/E = 1.65/.95 = 1.737 min Rp = 60/Tp = 60/1.737 = 34.55 units/hr (b) Actual Rp = 0.92(34.55) = 31.78 units/hr Tc = 60E/Rp = 60(.95)/31.78 = 1.7935 min Ts = 1.7935 -.15 = 1.6435 min Eb = Twc/wTs = 48/(32 x 1.6435) = 0.9127  Automated Production Lines",637,408
39,39.1,An automated transfer line has 20 stations and operates with an ideal cycle time of 1.50 min. Probability of a station failure = 0.008 and average downtime when a breakdown occurs is 10.0 minutes. Determine (a) the average production rate and (b) the line efficiency.,Solution: (a) F = np = 20(0.008) = 0.16 Tp = 1.50 + 0.16(10.0) = 1.50 + 1.60 = 3.10 min Rp = 60/Tp = 60/3.1 = 19.35 units/hr (b) E = Tc/Tp = 1.5/3.1 = 0.484,273,156
39,39.11,"A dial-indexing table has 6 stations. One station is used for loading and unloading, which is accomplished by a human worker. The other five perform processing operations. The longest process takes 25 sec and the indexing time = 5 sec. Each station has a frequency of failure = 0.015. When a failure occurs it takes an average of 3.0 min to make repairs and restart. Determine (a) hourly production rate and (b) line efficiency.",Solution: (a) Assume p = 0 at the manual station F = np = 1(0) + 5(.015) = 0.075 Tp = 0.5 + 0.075(3.0) = 0.5 + .225 = 0.725 min Rp = 60/0.725 = 82.76 units/hr (b) E = Tc/Tp = 0.5/0.725 = 0.690,434,192
39,39.11,"A 7-station transfer line has been observed over a 40-hour period. The process times at each station are as follows: station 1, 0.80 min; station 2, 1.10 min; station 3, 1.15 min; station 4, 0.95 min; station 5, 1.06 min; station 6, 0.92 min; and station 7, 0.80 min. The transfer time between stations = 6 sec. The number of downtime occurrences = 110, and hours of downtime = 14.5 hours. Determine (a) the number of parts produced during the week, (b) the average actual production rate in parts/hour, and (c) the line efficiency. (d) If the balancing efficiency were computed for this line, what would its value be?",Solution: (a) Tc = 1.15 + 0.10 = 1.25 min EH = 40E = 40 -14.5 = 25.5 hrs Q = 25.5(60)/1.25 = 1224 pc during the 40 hour period. (b) Rp = 1224/40 = 30.6 pc/hr  (c) 40E = 25.5 E = 25.5/40 = 0.6375  (d) Twc = 6 Ts = 0.80 + 1.10 + 1.15 + 0.95 + 1.06 + 0.92 + 0.80 = 6.78 min n(maximum Ts) = 7(1.15) = 8.05 min Eb = 6.78/8.05 = 0.842,624,328
